author,message,badges,emotes
scaraboy_,twitch stupido,"['subscriber', 'premium']",[]
dania_lacustre17,no eh,"['subscriber', 'share_the_love']",[]
emmaunic2013,guarda i video taggati su insta,[],[]
vivosumarte,lollo scommetti che il video è un edit,[],[]
ay4_nx,hahajjajaj,"['subscriber', 'bits']",[]
jessica_dislessicustre,ahahahahah,"['subscriber', 'bits']",[]
ll_the_sneaky,dai andiamo su gta,[],[]
sha_x777,ma,[],[]
veronicaaa44s,hahahahahhahaha,"['subscriber', 'no_video']",[]
simplygaiaa,ma,['hype_train'],[]
linganguuuuu,mh,[],[]
miriii_lacustre,ahahhaha,['share_the_love'],[]
ay4_nx,sto crepando,"['subscriber', 'bits']",[]
ricc101yt,abbonati anche volte,[],[]
sihamlacustre17,hahahahaahahhahahahahahahahwhwhwaha,[],[]
gozy_fn,a che ora gta,[],[]
ay4_nx,hahahhahah,"['subscriber', 'bits']",[]
jessica_dislessicustre,troppo wild,"['subscriber', 'bits']",[]
bh_bruno,hell nahh,"['subscriber', 'premium']",[]
maioneseblu006,sinceramente io,[],[]
ilarrja,si ale,"['moderator', 'share_the_love']",[]
la_raccheta,il mondo quando sono stati invitati i colori,[],[]
chlcc0_,hahahahah,[],[]
ricasoaosoao,ora mi abbono,['no_video'],[]
ilduro_lacustre,hell naah,[],[]
emmaxlollo_,aya,"['subscriber', 'bits']",[]
crixo11,hahahah,[],[]
mikhail05mma,wtf,['subscriber'],[]
ana_roccia,io come loroo ahahaha,[],[]
chiaretta03__,ahahahahah,"['subscriber', 'premium']",[]
martinicadeicaraibi18,ahahhaahah,[],[]
ale_fiesoli08,hahahahaha,[],[]
dariuslups,bro,[],[]
itss_ilary,sono fr,"['subscriber', 'premium']",[]
alylacustre,swag,['subscriber'],[]
thatoneskeleton12,woah chill down,"['subscriber', 'premium']",[]
alfryx8888,hahahahahha,[],[]
tantope0427w,ciao lollone,[],[]
non_sono_yung_echo,oggi non funziona twitch,['premium'],[]
lindosky_,hahah,[],[]
pixel9192,aiuto ahahhahahah,"['subscriber', 'share_the_love']",[]
letiinter,mhmhnh,[],[]
ll_mone,hahaha,[],[]
khadija313,hahahha,['subscriber'],[]
giuliacondorelli,hahahaha,[],[]
201017karola,mi dissocio,[],[]
alessiachef_,smash,['bits'],[]
beafennix,ma che succede,[],[]
ninja_leo12345,le tue iscritte si devono dare una calmata,[],[]
ay4_nx,hahahhahaha,"['subscriber', 'bits']",[]
ersqualo,sirene,['bits'],[]
coolingpanda180,è un bug di twitch anche a me lo ha fatto rifare volte,['share_the_love'],[]
shadowasp07,non è un pò troppo,['premium'],[]
xxsamrinaaaxx,guara che bonazze minorenni lollone,[],[]
ay4_nx,ahhahahah,"['subscriber', 'bits']",[]
komallllacustre,continui a guardare,[],[]
ilibridi_iris,hahahahah,['subscriber'],[]
saraah_metaa,mostrano la loro vera indentita,[],[]
soy_la_sofy,ciao,[],[]
chris382b,denunzia,[],[]
dania_lacustre17,you divin in it fr,"['subscriber', 'share_the_love']",[]
veronicaaa44s,hahahahahhahahaha,"['subscriber', 'no_video']",[]
coolingpanda180,ma,['share_the_love'],[]
ay4_nx,sto morendo,"['subscriber', 'bits']",[]
babymon_asa,ti piace billie eilish,[],[]
its_giuu09,eh,['subscriber'],[]
anastasia_ciarlettaa,mi sento cosi,['subscriber'],[]
jennyy5,ahahahhah,"['subscriber', 'sub_gift_leader']",[]
griso_o,ciao lollo puoi spiegarmi la storia a grandi linee di adventure time,[],[]
jessica_dislessicustre,chiama la polizia ora ahahah,"['subscriber', 'bits']",[]
ay4_nx,i cant,"['subscriber', 'bits']",[]
lessio_denis,smash,['premium'],[]
gozy_fn,a che ora gta,[],[]
star_sevior999,lollo ma ci sarai al termoli comics and games,['subscriber'],[]
mattisiuum,ah ok,"['subscriber', 'premium']",['lolloSwaglollo']
anaa23333,chiama la poliscia,[],[]
dado0713,loll,[],[]
ay4_nx,e io lo tolgo,"['subscriber', 'bits']",[]
t0xic_sh4dow012,diddy allert,[],[]
ay4_nx,hahahahhaha,"['subscriber', 'bits']",[]
ll_itsvittorieutum17,lollo pk a nico non va twich,[],[]
ll_ar4chide,lollo come posso fermare la mia gambling addiction aiutami,[],[]
khadija313,hahahah,['subscriber'],[]
gigettothegacha,ciao lollone,[],[]
peppone012,freestyle con il suono della pula,['bits'],[]
vincyy_21,vincyy subscribed with theyve subscribed for months buonasera lollo,"['subscriber', 'bits']",[]
supergio13,wtf is this,['subscriber'],[]
varischettisister,fai la reazione ai video fatti con lintelligenxa artificiale please,[],[]
dania_lacustre17,porco,"['subscriber', 'share_the_love']",[]
executore09,ia,['no_video'],[]
ilduro_lacustre,hahahahahahahaha,[],[]
itsnoee17,haha,"['subscriber', 'no_audio']",[]
ll_liamm,dio,[],[]
annina_17,bomboclatt,[],[]
mikhail05mma,hahahahaha li sapevo,['subscriber'],[]
itss_ilary,hahahahaha,"['subscriber', 'premium']",[]
auror4lacustre,aya,[],[]
maxcurryilforte,ciao,[],[]
lilweeda,mh,"['moderator', 'sub_gifter']",[]
bh_bruno,hahahahhahahaha,"['subscriber', 'premium']",[]
star_sevior999,porca la miseria,['subscriber'],[]
sihamlacustre17,hahahahahahahahah,[],[]
ilarrja,ci sta,"['moderator', 'share_the_love']",[]
damino022,crazy,[],[]
sha_x777,ahhahahahahahahahha,[],[]
martyylacustre2,cazzo,['no_audio'],[]
pixel9192,dai era palese lollo,"['subscriber', 'share_the_love']",[]
thatoneskeleton12,bahahahahahhah,"['subscriber', 'premium']",[]
veronicaaa44s,gesu santo,"['subscriber', 'no_video']",[]
giulixixixixi,hahahahah,[],[]
la_raccheta,allora dillo che te gustano ste tipe sei ritornato su questo di nuovo,[],[]
biancalacustre,hahahhaa,['bits'],[]
zaiedfiras,hahahah,[],[]
star_sevior999,che colpo,['subscriber'],[]
aurora_fortunato09,che infarto,['share_the_love'],[]
twitchlover34lolloforever,grande lollo,[],[]
xxsoy_alexdalsecondoacxx,yoo kiwi,[],[]
avrelltel,ahahahaha,['no_audio'],[]
alterele,adesso banno gta,"['moderator', 'minecraft_15th_anniversary_celebration']",[]
pingu2514,porco,[],[]
maioneseblu006,porco che infarto,[],[]
ciolosky,ha,[],[]
giovax1405,mi sono spaventata,['no_audio'],[]
leonardo221062716161,lollo domani ho l esame di terza media consigli,[],[]
ricc101yt,hahahahahahah,[],[]
lucremah,hahahha lo sapevo,[],[]
sofi78943,che colpo,[],[]
dariuslups,ahahhahha,[],[]
ilboss7671,ah,"['subscriber', 'premium']",[]
snaketugh,hahahaha,['bits'],[]
atlante23,hhàaàa,[],[]
piedino_fatato_di_lollo,ho sboccato tutto il kebab,['share_the_love'],[]
bb2birth,questo weekend fai dei meet and greet,['subscriber'],[]
chiaretta03__,sapevo io,"['subscriber', 'premium']",[]
sonia_hill08,hahahaha,['subscriber'],[]
della_0998,ahhahahahahhaba,[],[]
92alex2skd,hahahahahahahahhaa,['subscriber'],[]
ana_roccia,lollo e gli infarti essere tipo,[],[]
201017karola,aiuto,[],[]
miriii_lacustre,ktm,['share_the_love'],[]
txt_52019,hahahahha,['twitch_recap_2024'],[]
pro_ghees,wat ar iu duing,[],[]
adriano29ct,mamma mia,[],[]
itsnoee17,goofyy shahhsajha,"['subscriber', 'no_audio']",[]
mi_chiamo_emily,siamosaltati,[],[]
tunder4774,ho perso anni,[],[]
ilibridi_iris,il timing con cui i miei cani hanno iniziato ad abbaiare,['subscriber'],[]
xxsamrinaaaxx,ahaha,[],[]
mohsdine10984,non ci sta,['twitch_recap_2024'],[]
chri_trav,hahahahahahha,[],[]
loreutum_lacustre,ciao,[],[]
soy_la_sofy,crayzy,[],[]
ninja_leo12345,wì,[],[]
termosifone_707_,wee lollone,[],[]
mattisiuum,ok ho perso un paioi danni,"['subscriber', 'premium']",[]
thetrio_jessica,ti aiuto chiamo la carambanera,[],[]
shadowasp07,hahashahhahah che spavento,['premium'],[]
willacustre,ahahah,['no_video'],[]
danifloris18,porco giuda,[],[]
julaly0,che carino,"['subscriber', 'sub_gifter']",[]
jessica_dislessicustre,non me lo meritavo sincero,"['subscriber', 'bits']",[]
yuki_nagimi,hahahaha,[],[]
salvatoreferrandino73,mado,[],[]
saraah_metaa,lollo mi sono cagata addosso,[],[]
bimb0_dasole,ahahhahahahahah lol,[],[]
ll_the_sneaky,gta v,[],[]
canottopro,quando inizi gta,[],[]
mirko_2703,wesha lollo,[],[]
aozaahhh,is this a sign to gamble,['no_audio'],[]
ayoitsscece,mado,"['subscriber', 'bits']",[]
lucacutv12,porco duro,[],[]
checco_incid3nze,porco d,[],[]
sereeexx__29,lacqua sul computer porco,[],[]
travisbiscottiv,hello,[],[]
sabrieutum_17,hahahahahga io lo avevo gia visto,['no_video'],[]
pizzapastabs,ahahahahahahah,[],[]
crixo11,ho perso anni,[],[]
la_antooooo,crazy,[],[]
ciao_11111,aiuto,[],[]
alice_xoxo09,sono volata,[],[]
michele_vvm,hahahahhah,[],[]
veronicaaa44s,e vabbe,"['subscriber', 'no_video']",[]
g4brieba,il mio,[],[]
lindosky_,sto male haahhaha,[],[]
sareutum__23,ahahahahah,['premium'],[]
not_kigozz,linfarto top,['chatter_cs_go_2022'],[]
xena8_,ahahahaha mado che colpo che mi sono presa,[],[]
riccardo_2013,che scago,[],[]
cyberpwnked,non ha fatto ridere,"['subscriber', 'bits']",[]
anaa23333,scaraboy è crazy,[],[]
biondino12,ciao,[],[]
zaka_2098,hahahhahahahahha,[],[]
sofiijx,hahahahahaha,"['subscriber', 'sub_gifter']",[]
pixel9192,scaraboy sus,"['subscriber', 'share_the_love']",[]
martyymcf,ciao lollo,[],[]
janeutumlacustre17,ahahaha,"['subscriber', 'share_the_love']",[]
silvialodd,wtf,"['subscriber', 'premium']",[]
tr3m0n3___44,anche oggi un mini infarto,[],[]
its_giuu09,crazy ahhahaha,['subscriber'],[]
simplygaiaa,hahhahh,['hype_train'],[]
noemi_spagnolo012,mi e preso un infarto,[],[]
giady19_00,pazzoo,[],[]
ll_ar4chide,hahahahahahhahahah,[],[]
gozy_fn,a che ora gta,[],[]
michele77bel,lollo ma figa avevo il bicchiere dacqua in mano,['bits'],[]
daddilacustre,stavo bevendo il latte e mi sono rovesciato il mondo,[],[]
vivosumarte,che infarto,[],[]
francix_96,damn,[],[]
t0xic_sh4dow012,il bro è lessere perfetto,[],[]
chiaretta03__,eh vabbè,"['subscriber', 'premium']",[]
sofi_hr_gd,hahah,['subscriber'],[]
ay4_nx,la cancella e la rifa,"['subscriber', 'bits']",[]
mikhail05mma,gogo,['subscriber'],[]
silver_13416,mi sono spaventato,[],[]
thatoneskeleton12,il bro possiede amazon,"['subscriber', 'premium']",[]
dania_lacustre17,bro,"['subscriber', 'share_the_love']",[]
patatino2015,lolo quando entri su gta,[],[]
ll_asia,hahahahahha,[],[]
only_lucyyy,its crazy,[],[]
ay4_nx,la cancella e la rifà,"['subscriber', 'bits']",[]
silvialodd,tut,"['subscriber', 'premium']",[]
annina_17,scaraboy,[],[]
mynameisgioieutumlacust17,mado,[],[]
chris382b,scaraboy dicci il tuo segreto,[],[]
nanacos__,scaraboy,[],[]
il_king_di_bari2012,ciao guys,[],[]
bulbytcdry,chilnbro,[],[]
pippomax2013,lollo quando vieni a napoli,[],[]
user_giulia,hahahahshsh,"['subscriber', 'premium']",[]
eqwaak2013,new brother of lollo,['subscriber'],[]
ciaoooo62882,vattene al divano ca,[],[]
komallllacustre,per scaraboy,[],['<3']
ciolosky,bomboclat,[],[]
ay4_nx,la cancella e la rifà ahhaha,"['subscriber', 'bits']",[]
ana_roccia,ha i soldi ahahahaahh,[],[]
mattisiuum,o io mi sono abbonato e non sono apparso,"['subscriber', 'premium']",[]
alfryx8888,ok,[],[]
chiarathebestt,ciao,[],[]
executore09,scaraboy è crazy,['no_video'],[]
aurex_19,porca vacca mi sono cagato sono saltato dalla sedia,[],[]
ericucina,chi cazzo sei,[],[]
vanninicolas2022,ahahahahahahahahahahahahahahahahaha,['premium'],[]
itss_ilary,ha baggato tutto,"['subscriber', 'premium']",[]
streem_it,genio,"['subscriber', 'no_audio']",[]
prime_lacustre,mi ha fatto volare come i voli di leu,[],[]
soy_la_sofy,cimilabobo,[],[]
khadija313,hahahah,['subscriber'],[]
zeckista,avevo il monitor in braccio mentre cera il jumpscare,['premium'],[]
maioneseblu006,scaraboy è crazy,[],[]
della_0998,scaraboy rivelaci i tuoi segreti come lollo,[],[]
peppone012,esotico,['bits'],[]
g4br1e2e,ciao lollo come stai,[],[]
termosifone_707_,crazy,[],[]
manuelderth,lollo puoi dire bella ginny pliss,[],[]
lasgregre,lollo hai lo testa deformata,[],[]
galadavid2317,bella raga,[],[]
jessica_dislessicustre,come ce lha fatta,"['subscriber', 'bits']",[]
llangyy,ahaha,[],[]
saiishaa,saiishaa subscribed at tier theyve subscribed for months currently on a month streak ciao sansone e sono cinque sei che ci facciamo compagnia jokes apart posso dire con fierezza che come te non cè nessuno la dedizione che cè dietro tutto ciò che fai è grandissima e anche se posso ringraziarti solo abbonandomi sappi solo che meriti il mondo,"['subscriber', 'bits']",[]
pietropacciani_911,scaraboy ha letteralmente le hack nella vita reale,[],[]
mikhail05mma,hahahahaha,['subscriber'],[]
thetrio_jessica,amo cmq io mi son f ps su un gioco pk sono sola,[],[]
khadija313,il bro ha rotto il matrix,['subscriber'],[]
sha_x777,crazy,[],[]
la_raccheta,mi sono sborrata nei pantaloncini,[],[]
piedino_fatato_di_lollo,fortunato,['share_the_love'],[]
lilweeda,crazy,"['moderator', 'sub_gifter']",[]
bh_bruno,hahahahahahhahahah,"['subscriber', 'premium']",[]
ilduro_lacustre,crazy hahahahah,[],[]
giovax1405,hahhahahahaha,['no_audio'],[]
niloooo_rw,lollo puoi vedere il video in cui ho cantato live su ig mi chiamo reallr,[],[]
callmeelaa,hahahahahahahha,['subscriber'],[]
jennyy5,ma ahahhahaha,"['subscriber', 'sub_gift_leader']",[]
sonia_hill08,crazy,['subscriber'],[]
ilibridi_iris,puahahahhahahaha,['subscriber'],[]
anaa23333,troppo vero,[],[]
mirkoo19720,abahbhahahahah,[],[]
robertaqz,ciao lollo,[],[]
alexcloud1101,che è successo,"['subscriber', 'no_video']",[]
ll_ar4chide,lollo come posso fermare la mia gambling addiction aiutami,[],[]
lindosky_,jahahah mi sento così,[],[]
silvialodd,pfahahsahs,"['subscriber', 'premium']",[]
zaiedfiras,hahhaha,[],[]
ilarrja,ah ok,"['moderator', 'share_the_love']",[]
itss_ilary,boh hahaba,"['subscriber', 'premium']",[]
martinicadeicaraibi18,hahahahahahahahahah,[],[]
bb2birth,questo weekend fai dei meet and greet,['subscriber'],[]
francix_96,ahhahahahahaha,[],[]
t0xic_sh4dow012,daje quality content,[],[]
chri_trav,gg scarabocchio,[],[]
mynameisgioieutumlacust17,jahahahaj,[],[]
ninja_leo12345,è troppo umile,[],[]
ricasoaosoao,sex,['no_video'],[]
201017karola,noo,[],[]
linganguuuuu,gogogogog,[],[]
fazelacustre,fazelacustre subscribed with,"['subscriber', 'premium']",[]
salvamist2014,ya ya la maionese è una delle salse più conoscut,['no_video'],[]
ale_fiesoli08,una foresta,[],[]
kia_raxx,cista,['share_the_love'],[]
alterele,basta,"['moderator', 'minecraft_15th_anniversary_celebration']",[]
gine_mel64,le sirena,[],[]
xxla_lacustrexx,troppo veroo,[],[]
atlante23,hahaha,[],[]
coolingpanda180,mah,['share_the_love'],[]
miriii_lacustre,ahhahaha,['share_the_love'],[]
irene_7647,e tu lollo cosa ne pensi di quelle che non se la depilano,"['subscriber', 'twitch_recap_2024']",[]
alessandroorsini11247,gta,[],[]
mattt31el,hahahha,[],[]
omaymalacustre,secondo me annulla labbonamento,['subscriber'],[]
willacustre,ushrauahraahahrarhshtarhahr,['no_video'],[]
luapazzaincu,keep that bush on,[],[]
riccardosf,ahaha,[],[]
davideboss9,gta ci giochiamo,[],[]
alfryx8888,ma che cazzo,[],[]
pixel9192,maro,"['subscriber', 'share_the_love']",[]
soy_la_sofy,crazy,[],[]
zzanafn,lollo domanda strana ma te barbettavi,[],[]
coolingpanda180,ahahahah,['share_the_love'],[]
farxd04,ciao lacusta,['premium'],[]
griso_o,ciao lollo puoi spiegarmi a grandi linee la storia di adventure time,[],[]
onlinealee,aura,['hype_train'],[]
sareutum__23,ahahah crazy,['premium'],[]
ilduro_lacustre,twitch oggi è crazy,[],[]
jessica_dislessicustre,oramai mi rimarrà nel cuore questo man,"['subscriber', 'bits']",[]
thatoneskeleton12,ahahahaha,"['subscriber', 'premium']",[]
manuelderth,grande lollo,[],[]
executore09,come faccio ad abbonarmi,['no_video'],[]
ericucina,go go go go,[],[]
er_kiwi07,perché ieri non hai fatto live,['premium'],[]
guiozzz104,reacta a sto cazzo,[],[]
star_sevior999,lollo ma ci sarai al termoli comics and games,['subscriber'],[]
galadavid2317,grande content,[],['lolloYessir']
hwang_er,scars oh,[],[]
lilweeda,per tutta questa settimana fino al giugno con almeno abbonamenti in regalo potrete usufruire di uno sconto del per regalare gli abbonamenti scontati cliccate su questo link wtwitchtvsubslollolacustre,"['moderator', 'sub_gifter']",[]
vanillagiorgia,lollo io ho bisogno di sapere se sei mai stato al panzerock ti prego devi dirmelo,[],[]
xxsamrinaaaxx,sei crazy,[],[]
lucremah,hahahahahah,[],[]
linganguuuuu,lollo mi hai salvato la giornata,[],[]
bisconya,scaraboy sta invadendo la live,"['subscriber', 'premium']",[]
onlinealee,aura,['hype_train'],[]
alexcloud1101,scaraboy millionario,"['subscriber', 'no_video']",[]
lindosky_,daje a twich buggato,[],[]
vivosumarte,obbiettivo per scarabeoy sub con bug,[],[]
franek9613,lollo ti sfido a fare un pushup a ogni volta che saraboy si abbona,[],[]
dave_twich_32,fai uno scherzo a blur,[],[]
ay4_nx,oh,"['subscriber', 'bits']",[]
zaiedfiras,e crayzi,[],[]
ninja_leo12345,oh ma sempre ste due pazze,[],[]
kshsixbaba,ciao lollo come stai,[],[]
t0xic_sh4dow012,diddy allert,[],[]
bb2birth,questo weekend fai dei meet and greet,['subscriber'],[]
alexcloud1101,rock your body cmon comon,"['subscriber', 'no_video']",[]
ll_ar4chide,lollo come posso fermare la mia gambling addiction aiutami,[],[]
jessica_dislessicustre,dissing in atto,"['subscriber', 'bits']",[]
ordnaelll2015,giochi a minecraft pls,[],[]
chri_trav,hahahahahaha,[],[]
annina_17,thats crazy,[],[]
diciassette17,diciassette subscribed with,"['subscriber', 'premium']",[]
gojo3572,lollo qual è la tua frutta preferita,[],[]
kia_raxx,aura,['share_the_love'],[]
loreutum_lacustre,ciao lolo,[],[]
chiarathebestt,lollo ma,[],[]
dania_lacustre17,io ti pullapo for sure,"['subscriber', 'share_the_love']",[]
star_sevior999,aiuror,['subscriber'],[]
peppone012,cosa ci fa uno scimmione pelato,['bits'],[]
sha_x777,cosa,[],[]
il_king_di_bari2012,mlml,[],[]
executore09,fullbox,['no_video'],[]
antoniaanapo,oggi ho trovato un portachiavi di kuromi,[],[]
piedino_fatato_di_lollo,lollo mi si è aperto il kebab sul portatile aiuto,['share_the_love'],[]
silvialodd,tutte da loroo,"['subscriber', 'premium']",[]
linda_leucustre17,ah,['hype_train'],[]
miriii_lacustre,ehmm,['share_the_love'],[]
eqwaak2013,crasy,['subscriber'],"['lolloChad', 'lolloBruh', 'lolloThatscrazyyy']"
lorenzoboss2,io vengo,[],[]
ilarrja,ah,"['moderator', 'share_the_love']",[]
alexcloud1101,ah,"['subscriber', 'no_video']",[]
st3lla_34,lollo,['share_the_love'],[]
pixel9192,ashdahsahu,"['subscriber', 'share_the_love']",[]
giady19_00,ahahahhahaha,[],[]
bh_bruno,lollo non si fa,"['subscriber', 'premium']",[]
matte_20719,lollo domani ho lesame scritto di lingue,[],[]
its_giuu09,uhm,['subscriber'],[]
ayakitty_lolloforever,wtf,['no_audio'],[]
lilweeda,non aura,"['moderator', 'sub_gifter']",[]
cambro10,lollo ma che guardi,['twitch_recap_2024'],[]
succo_213,queste cialtrone,[],[]
ricc101yt,hqhahahahahah,[],[]
cyberpwnked,io vado da aya,"['subscriber', 'bits']",[]
ricasoaosoao,ma ti porti dietro le ma è da carcere,['no_video'],[]
etto8080,lollo guarda il video di mister bist degli appuntamenti,[],[]
its_giuu09,upsi,['subscriber'],[]
adriankiller_1990,ahahaha,[],[]
alterele,jejw,"['moderator', 'minecraft_15th_anniversary_celebration']",[]
dariuslups,lollo deci îl cazzo,[],[]
ll_liamm,ho portato dei bambini nella mia cantina di lusso,[],[]
kia_raxx,non aura,['share_the_love'],[]
komallllacustre,hahahhahhahhah,[],[]
alek20lozangi,alè,['premium'],[]
mikhail05mma,ha aspettato però eh,['subscriber'],[]
paccafacose_,ma buonasera,['premium'],[]
lucremah,hahahha,[],[]
xxsamrinaaaxx,no crazy,[],[]
chris382b,hahahahha,[],[]
jessica_dislessicustre,perfetto,"['subscriber', 'bits']",[]
linganguuuuu,dissociante,[],[]
anonimo_lacustre_crazy,prepara il tasto,['no_audio'],[]
roccobelvedere,lollo,[],[]
ilibridi_iris,enniente,['subscriber'],[]
alfryx8888,speriamo,[],[]
mikhail05mma,hahahahaha,['subscriber'],[]
giorgiasssvolpi467,ma che cazz hahahaha cringiata,[],[]
rebyyyyyyyutum,hahaha,[],[]
gegebrigno,cosa ti guardi lollo ahahahah,[],[]
matynero35,hahahahhahahahahahahaha,['subscriber'],[]
adriano29ct,hahahahaahahah,[],[]
vanillagiorgia,ci sei mai stato o no al panzerock,[],[]
alexcloud1101,permaban,"['subscriber', 'no_video']",[]
auror4lacustre,comunque aya è proprio uno smash,[],[]
ciaoooo62882,yo,[],[]
ninja_leo12345,eh niente,[],[]
piteddy1,hhahahahaha,[],[]
giuliacondorelli,hahahahaha,[],[]
ale_fiesoli08,lollo,[],[]
jaco2024,lollo il mio pesce rosso è morto stasera cè lavevo da anni potresti dedicarli un messaggio pls,[],[]
shadowasp07,hahahahahahahhahaahahahahahaha che bolle,['premium'],[]
